huid,Block2020,blockid,bgid,tractid,FIPScounty,numprec,ownershp,race,hispan,family,vacancy,gqtype,incomegroup,hhinc,randincome,poverty,BLOCKID20_str,huicounter1,huicounter2,huicounter3,ownershp1,ownershp2,ownershp3,strctid,strctid_flagsetrm,strctid_Block2020_flagsetrm,addrptid,fd_id_bid,huestimate,huicounter_addpt,placeNAME20,x,y,occtype,geometry,index_right,Site_ID,Site_Name,benz_ppb_p100_ppb,Race Ethnicity
B482450024003019H005,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5880.0,1.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047733-86273W24+2QQ-1-2-2-3,1.0,1.0,ST00nsi-483047733-86273W24+2QQ-1-2-2-3AP000000,nsi-483047733-86273W24+2QQ-1-2-2-3,1.0,1.0,Beaumont,-94.093026,30.050076,RES1-1SNB,POINT (-94.093026 30.050076),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H006,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,12296.0,1.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047734-86272WX4+VQ9-2-3-1-3,1.0,1.0,ST00nsi-483047734-86272WX4+VQ9-2-3-1-3AP000000,nsi-483047734-86272WX4+VQ9-2-3-1-3,1.0,1.0,Beaumont,-94.093028,30.049672,RES1-1SNB,POINT (-94.093028 30.049672),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H010,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,11879.0,1.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047735-86272WX4+RGW-2-2-2-2,1.0,1.0,ST00nsi-483047735-86272WX4+RGW-2-2-2-2AP000000,nsi-483047735-86272WX4+RGW-2-2-2-2,1.0,1.0,Beaumont,-94.093676,30.049618,RES1-1SNB,POINT (-94.093676 30.049618),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H012,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,24425.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047736-86272WX4+RQ9-2-3-1-2,1.0,1.0,ST00nsi-483047736-86272WX4+RQ9-2-3-1-2AP000000,nsi-483047736-86272WX4+RQ9-2-3-1-2,1.0,1.0,Beaumont,-94.093004,30.049541,RES1-1SWB,POINT (-94.093004 30.049541),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H011,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,58412.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047737-86272WX4+QGM-1-2-2-1,1.0,1.0,ST00nsi-483047737-86272WX4+QGM-1-2-2-1AP000000,nsi-483047737-86272WX4+QGM-1-2-2-1,1.0,1.0,Beaumont,-94.093694,30.04945,RES1-2SNB,POINT (-94.093694 30.04945),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H015,482450024003019,482450024003019,482450024003,48245002400,48245.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,26685.0,1.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047738-86272WX4+PQ5-1-2-2-2,1.0,1.0,ST00nsi-483047738-86272WX4+PQ5-1-2-2-2AP000000,nsi-483047738-86272WX4+PQ5-1-2-2-2,1.0,1.0,Beaumont,-94.093018,30.049254,RES1-1SNB,POINT (-94.093018 30.049254),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H014,482450024003019,482450024003019,482450024003,48245002400,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,48829.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047739-86272WX4+PG2-3-2-3-1,1.0,1.0,ST00nsi-483047739-86272WX4+PG2-3-2-3-1AP000000,nsi-483047739-86272WX4+PG2-3-2-3-1,1.0,1.0,Beaumont,-94.09372,30.049263,RES1-1SNB,POINT (-94.09372 30.049263),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H016,482450024003019,482450024003019,482450024003,48245002400,48245.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,123085.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047740-86272WX4+XQQ-1-2-2-2,1.0,1.0,ST00nsi-483047740-86272WX4+XQQ-1-2-2-2AP000000,nsi-483047740-86272WX4+XQQ-1-2-2-2,1.0,1.0,Beaumont,-94.093021,30.049958,RES1-1SNB,POINT (-94.093021 30.049958),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H001,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,5.0,235810.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047741-86272WX4+WQH-2-2-2-2,1.0,1.0,ST00nsi-483047741-86272WX4+WQH-2-2-2-2AP000000,nsi-483047741-86272WX4+WQH-2-2-2-2,1.0,1.0,Beaumont,-94.093015,30.049813,RES1-1SNB,POINT (-94.093015 30.049813),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"1 White alone, Not Hispanic"
B482450024003019H008,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,21640.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047742-86272WX4+WGC-2-2-2-2,1.0,1.0,ST00nsi-483047742-86272WX4+WGC-2-2-2-2AP000000,nsi-483047742-86272WX4+WGC-2-2-2-2,1.0,1.0,Beaumont,-94.093733,30.04982,RES1-1SNB,POINT (-94.093733 30.04982),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H004,482450024003019,482450024003019,482450024003,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,20958.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047743-86272WX4+QQ9-1-2-2-2,1.0,1.0,ST00nsi-483047743-86272WX4+QQ9-1-2-2-2AP000000,nsi-483047743-86272WX4+QQ9-1-2-2-2,1.0,1.0,Beaumont,-94.093029,30.049406,RES1-1SWB,POINT (-94.093029 30.049406),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024003019H013,482450024003019,482450024003019,482450024003,48245002400,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,46985.0,0.0,B482450024003019,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047744-86273W24+3G7-2-2-2-2,1.0,1.0,ST00nsi-483047744-86273W24+3G7-2-2-2-2AP000000,nsi-483047744-86273W24+3G7-2-2-2-2,1.0,1.0,Beaumont,-94.093707,30.050163,RES1-1SWB,POINT (-94.093707 30.050163),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450017001045H001,482450017001045,482450017001045,482450017001,48245001700,48245.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,3.0,60166.0,0.0,B482450017001045,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047774-86273WC3+PRV-3-2-3-2,1.0,1.0,ST00nsi-483047774-86273WC3+PRV-3-2-3-2AP000000,nsi-483047774-86273WC3+PRV-3-2-3-2,1.0,1.0,Beaumont,-94.09545,30.071856,RES1-1SNB,POINT (-94.09545 30.071856),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"1 White alone, Not Hispanic"
B482450017001045H003,482450017001045,482450017001045,482450017001,48245001700,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,76324.0,0.0,B482450017001045,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047775-86273WC3+HRX-3-2-3-2,1.0,1.0,ST00nsi-483047775-86273WC3+HRX-3-2-3-2AP000000,nsi-483047775-86273WC3+HRX-3-2-3-2,1.0,1.0,Beaumont,-94.095385,30.071494,RES1-1SWB,POINT (-94.095385 30.071494),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001045H002,482450017001045,482450017001045,482450017001,48245001700,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,3.0,43027.0,0.0,B482450017001045,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047776-86273WC3+PVX-3-2-3-2,1.0,1.0,ST00nsi-483047776-86273WC3+PVX-3-2-3-2AP000000,nsi-483047776-86273WC3+PVX-3-2-3-2,1.0,1.0,Beaumont,-94.095262,30.071859,RES1-1SWB,POINT (-94.095262 30.071859),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450025001010H004,482450025001010,482450025001010,482450025001,48245002500,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,13516.0,1.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047780-86272WX2+GMQ-2-2-2-3,1.0,1.0,ST00nsi-483047780-86272WX2+GMQ-2-2-2-3AP000000,nsi-483047780-86272WX2+GMQ-2-2-2-3,1.0,1.0,Beaumont,-94.098277,30.048841,RES1-1SNB,POINT (-94.098277 30.048841),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-483047781-86272WX2+7XR-1-2-2-1,,,,,,RES1-1SNB,POINT (-94.097602 30.048234),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H006,482450025001010,482450025001010,482450025001,48245002500,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,120497.0,0.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047782-86272WX2+6M9-2-1-2-1,1.0,1.0,ST00nsi-483047782-86272WX2+6M9-2-1-2-1AP000000,nsi-483047782-86272WX2+6M9-2-1-2-1,1.0,1.0,Beaumont,-94.098265,30.048043,RES1-2SNB,POINT (-94.098265 30.048043),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450025001010H002,482450025001010,482450025001010,482450025001,48245002500,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,13918.0,1.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047783-86272WX2+5XJ-2-2-2-3,1.0,1.0,ST00nsi-483047783-86272WX2+5XJ-2-2-2-3AP000000,nsi-483047783-86272WX2+5XJ-2-2-2-3,1.0,1.0,Beaumont,-94.097616,30.04796,RES1-1SNB,POINT (-94.097616 30.04796),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450025001010H003,482450025001010,482450025001010,482450025001,48245002500,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,14143.0,1.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047784-86272WX2+4MH-1-2-2-2,1.0,1.0,ST00nsi-483047784-86272WX2+4MH-1-2-2-2AP000000,nsi-483047784-86272WX2+4MH-1-2-2-2,1.0,1.0,Beaumont,-94.098269,30.0478,RES1-1SNB,POINT (-94.098269 30.0478),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450025001010H013,482450025001010,482450025001010,482450025001,48245002500,48245.0,0.0,,,,,3.0,0.0,0.0,0.0,,,B482450025001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-483047785-86272WX2+3XF-2-2-1-2,2.0,2.0,ST00nsi-483047785-86272WX2+3XF-2-2-1-2AP000000,nsi-483047785-86272WX2+3XF-2-2-1-2,1.0,1.0,Beaumont,-94.09758,30.047696,RES1-2SNB,POINT (-94.09758 30.047696),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H008,482450025001010,482450025001010,482450025001,48245002500,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450025001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-483047786-86272WX2+2MH-1-2-2-2,2.0,2.0,ST00nsi-483047786-86272WX2+2MH-1-2-2-2AP000000,nsi-483047786-86272WX2+2MH-1-2-2-2,1.0,1.0,Beaumont,-94.098256,30.047558,RES1-1SNB,POINT (-94.098256 30.047558),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H007,482450025001010,482450025001010,482450025001,48245002500,48245.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,119467.0,0.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047787-86272WW2+XXC-3-3-3-3,1.0,1.0,ST00nsi-483047787-86272WW2+XXC-3-3-3-3AP000000,nsi-483047787-86272WW2+XXC-3-3-3-3,1.0,1.0,Beaumont,-94.097603,30.047431,RES1-1SNB,POINT (-94.097603 30.047431),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450025001010H009,482450025001010,482450025001010,482450025001,48245002500,48245.0,0.0,,,,,2.0,0.0,0.0,0.0,,,B482450025001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-483047788-86272WX2+GXC-2-2-2-2,2.0,2.0,ST00nsi-483047788-86272WX2+GXC-2-2-2-2AP000000,nsi-483047788-86272WX2+GXC-2-2-2-2,0.0,1.0,Beaumont,-94.097611,30.048812,COM4,POINT (-94.097611 30.048812),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H011,482450025001010,482450025001010,482450025001,48245002500,48245.0,0.0,,,,,2.0,0.0,0.0,0.0,,,B482450025001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-483047789-86272WX2+CV5-3-2-3-3,2.0,2.0,ST00nsi-483047789-86272WX2+CV5-3-2-3-3AP000000,nsi-483047789-86272WX2+CV5-3-2-3-3,1.0,1.0,Beaumont,-94.097775,30.048516,RES1-1SNB,POINT (-94.097775 30.048516),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H010,482450025001010,482450025001010,482450025001,48245002500,48245.0,0.0,,,,,2.0,0.0,0.0,0.0,,,B482450025001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-483047790-86272WX2+CP2-2-3-2-2,2.0,2.0,ST00nsi-483047790-86272WX2+CP2-2-3-2-2AP000000,nsi-483047790-86272WX2+CP2-2-3-2-2,1.0,1.0,Beaumont,-94.098229,30.048511,RES1-1SNB,POINT (-94.098229 30.048511),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H012,482450025001010,482450025001010,482450025001,48245002500,48245.0,0.0,,,,,2.0,0.0,0.0,0.0,,,B482450025001010,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-483047791-86272WX2+8XR-2-2-2-3,2.0,2.0,ST00nsi-483047791-86272WX2+8XR-2-2-2-3AP000000,nsi-483047791-86272WX2+8XR-2-2-2-3,1.0,1.0,Beaumont,-94.097619,30.048367,RES1-2SNB,POINT (-94.097619 30.048367),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450025001010H001,482450025001010,482450025001010,482450025001,48245002500,48245.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,3.0,67283.0,0.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047792-86272WX2+8PR-1-2-2-2,1.0,1.0,ST00nsi-483047792-86272WX2+8PR-1-2-2-2AP000000,nsi-483047792-86272WX2+8PR-1-2-2-2,1.0,1.0,Beaumont,-94.098237,30.048359,RES1-1SNB,POINT (-94.098237 30.048359),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"1 White alone, Not Hispanic"
B482450025001010H005,482450025001010,482450025001010,482450025001,48245002500,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,12082.0,1.0,B482450025001010,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047793-86272WX2+6VR-2-1-1-2,1.0,1.0,ST00nsi-483047793-86272WX2+6VR-2-1-1-2AP000000,nsi-483047793-86272WX2+6VR-2-1-1-2,1.0,1.0,Beaumont,-94.097866,30.048122,RES1-1SWB,POINT (-94.097866 30.048122),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024004005H004,482450024004005,482450024004005,482450024004,48245002400,48245.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,14.0,5.0,130814.0,0.0,B482450024004005,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047794-86273W42+446-4-3-3-3,1.0,1.0,ST00nsi-483047794-86273W42+446-4-3-3-3AP000000,nsi-483047794-86273W42+446-4-3-3-3,1.0,1.0,Beaumont,-94.099739,30.055288,RES1-1SNB,POINT (-94.099739 30.055288),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004005H001,482450024004005,482450024004005,482450024004,48245002400,48245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,29663.0,0.0,B482450024004005,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047795-86273W42+457-3-2-2-2,1.0,1.0,ST00nsi-483047795-86273W42+457-3-2-2-2AP000000,nsi-483047795-86273W42+457-3-2-2-2,1.0,1.0,Beaumont,-94.09957,30.055297,RES1-1SNB,POINT (-94.09957 30.055297),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"1 White alone, Not Hispanic"
B482450024004005H002,482450024004005,482450024004005,482450024004,48245002400,48245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,18650.0,0.0,B482450024004005,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047796-86273W42+429-3-2-2-2,1.0,1.0,ST00nsi-483047796-86273W42+429-3-2-2-2AP000000,nsi-483047796-86273W42+429-3-2-2-2,1.0,1.0,Beaumont,-94.099891,30.055299,RES1-1SWB,POINT (-94.099891 30.055299),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"1 White alone, Not Hispanic"
B482450024004005H005,482450024004005,482450024004005,482450024004,48245002400,48245.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,45049.0,0.0,B482450024004005,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047797-86273V4X+3XW-2-2-2-2,1.0,1.0,ST00nsi-483047797-86273V4X+3XW-2-2-2-2AP000000,nsi-483047797-86273V4X+3XW-2-2-2-2,1.0,1.0,Beaumont,-94.100055,30.055239,RES1-1SNB,POINT (-94.100055 30.055239),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450024004005H003,482450024004005,482450024004005,482450024004,48245002400,48245.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,12.0,4.0,95881.0,0.0,B482450024004005,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047798-86273V4X+4W2-2-1-2-1,1.0,1.0,ST00nsi-483047798-86273V4X+4W2-2-1-2-1AP000000,nsi-483047798-86273V4X+4W2-2-1-2-1,1.0,1.0,Beaumont,-94.100236,30.055259,RES1-2SNB,POINT (-94.100236 30.055259),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2673196,"6 Any Race, Hispanic"
B482450019001011H001,482450019001011,482450019001011,482450019001,48245001900,48245.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,3.0,56187.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047799-86273VCX+6VG-4-4-4-4,1.0,1.0,ST00nsi-483047799-86273VCX+6VG-4-4-4-4AP000000,nsi-483047799-86273VCX+6VG-4-4-4-4,1.0,1.0,Beaumont,-94.100298,30.070555,RES1-1SNB,POINT (-94.100298 30.070555),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"6 Any Race, Hispanic"
B482450019001011H010,482450019001011,482450019001011,482450019001,48245001900,48245.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,13.0,5.0,102367.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047800-86273VCX+CXX-3-2-3-3,1.0,1.0,ST00nsi-483047800-86273VCX+CXX-3-2-3-3AP000000,nsi-483047800-86273VCX+CXX-3-2-3-3,1.0,1.0,Beaumont,-94.100022,30.071119,RES1-1SNB,POINT (-94.100022 30.071119),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"6 Any Race, Hispanic"
B482450019001011H003,482450019001011,482450019001011,482450019001,48245001900,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,14.0,5.0,140149.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047801-86273WC2+933-4-3-3-3,1.0,1.0,ST00nsi-483047801-86273WC2+933-4-3-3-3AP000000,nsi-483047801-86273WC2+933-4-3-3-3,1.0,1.0,Beaumont,-94.099835,30.070899,RES1-1SNB,POINT (-94.099835 30.070899),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"2 Black alone, Not Hispanic"
B482450019001011H011,482450019001011,482450019001011,482450019001,48245001900,48245.0,5.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,2909.0,1.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047802-86273VCX+8VM-3-2-2-3,1.0,1.0,ST00nsi-483047802-86273VCX+8VM-3-2-2-3AP000000,nsi-483047802-86273VCX+8VM-3-2-2-3,1.0,1.0,Beaumont,-94.100339,30.070848,RES1-2SNB,POINT (-94.100339 30.070848),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"6 Any Race, Hispanic"
B482450019001011H005,482450019001011,482450019001011,482450019001,48245001900,48245.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,3.0,41386.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483047803-86273WC2+847-3-3-4-4,1.0,1.0,ST00nsi-483047803-86273WC2+847-3-3-4-4AP000000,nsi-483047803-86273WC2+847-3-3-4-4,1.0,1.0,Beaumont,-94.099717,30.070783,RES1-1SNB,POINT (-94.099717 30.070783),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"2 Black alone, Not Hispanic"
B482450019001011H002,482450019001011,482450019001011,482450019001,48245001900,48245.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,32130.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483048016-86273VCX+7QG-3-2-2-2,1.0,1.0,ST00nsi-483048016-86273VCX+7QG-3-2-2-2AP000000,nsi-483048016-86273VCX+7QG-3-2-2-2,1.0,1.0,Beaumont,-94.100553,30.070699,RES1-2SNB,POINT (-94.100553 30.070699),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"2 Black alone, Not Hispanic"
B482450019001011H008,482450019001011,482450019001011,482450019001,48245001900,48245.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,12.0,4.0,96052.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483048017-86273WC2+756-4-3-6-4,1.0,1.0,ST00nsi-483048017-86273WC2+756-4-3-6-4AP000000,nsi-483048017-86273WC2+756-4-3-6-4,2.0,1.0,Beaumont,-94.099623,30.070655,RES3A,POINT (-94.099623 30.070655),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"4 Asian alone, Not Hispanic"
B482450019001011H006,482450019001011,482450019001011,482450019001,48245001900,48245.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,13.0,5.0,117084.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483048018-86273WC2+66R-3-3-3-3,1.0,1.0,ST00nsi-483048018-86273WC2+66R-3-3-3-3AP000000,nsi-483048018-86273WC2+66R-3-3-3-3,1.0,1.0,Beaumont,-94.099482,30.070616,RES1-1SNB,POINT (-94.099482 30.070616),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"4 Asian alone, Not Hispanic"
B482450019001011H004,482450019001011,482450019001011,482450019001,48245001900,48245.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,34491.0,1.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483048019-86273VCX+6RW-3-2-3-3,1.0,1.0,ST00nsi-483048019-86273VCX+6RW-3-2-3-3AP000000,nsi-483048019-86273VCX+6RW-3-2-3-3,1.0,1.0,Beaumont,-94.100428,30.070606,RES1-2SNB,POINT (-94.100428 30.070606),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"2 Black alone, Not Hispanic"
B482450019001011H009,482450019001011,482450019001011,482450019001,48245001900,48245.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,4.0,2.0,24877.0,0.0,B482450019001011,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-483048020-86273WC2+54V-2-2-2-1,1.0,1.0,ST00nsi-483048020-86273WC2+54V-2-2-2-1AP000000,nsi-483048020-86273WC2+54V-2-2-2-1,1.0,1.0,Beaumont,-94.099692,30.070485,RES1-2SNB,POINT (-94.099692 30.070485),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"5 Other Race, Not Hispanic"
